AIX -> AI batch conversion
Started: Wed Jul 15 2026 11:23:48 GMT-0400
Root: /Users/alamb/Downloads/Precip_Organized/Mid-Century
Found 245 .aix file(s)
--------------------------------------------------
OK                 MC_SSP126_AK_Annual_Precip_070526.aix  ->  MC_SSP126_AK_Annual_Precip_070526.ai
OK                 MC_SSP126_CONUS_Annual_Precip_062926.aix  ->  MC_SSP126_CONUS_Annual_Precip_062926.ai
OK                 MC_SSP126_Caribbean_Annual_Precip_070626.aix  ->  MC_SSP126_Caribbean_Annual_Precip_070626.ai
OK                 MC_SSP126_HI_Annual_Precip_070626.aix  ->  MC_SSP126_HI_Annual_Precip_070626.ai
OK                 MC_SSP245_AK_Annual_Precip_012226.aix  ->  MC_SSP245_AK_Annual_Precip_012226.ai
OK                 MC_SSP245_CONUS_Annual_Precip_121525.aix  ->  MC_SSP245_CONUS_Annual_Precip_121525.ai
OK                 MC_SSP245_CO_Annual_Precip_052725.aix  ->  MC_SSP245_CO_Annual_Precip_052725.ai
OK                 MC_SSP245_HI_Annual_Precip_070626.aix  ->  MC_SSP245_HI_Annual_Precip_070626.ai
OK                 MC_SSP245_IA_Annual_Precip_052725.aix  ->  MC_SSP245_IA_Annual_Precip_052725.ai
OK                 MC_SSP245_IL_Annual_Precip_052725.aix  ->  MC_SSP245_IL_Annual_Precip_052725.ai
OK                 MC_SSP245_IN_Annual_Precip_052725.aix  ->  MC_SSP245_IN_Annual_Precip_052725.ai
OK                 MC_SSP245_KS_Annual_Precip_052725.aix  ->  MC_SSP245_KS_Annual_Precip_052725.ai
OK                 MC_SSP245_KY_Annual_Precip_052725.aix  ->  MC_SSP245_KY_Annual_Precip_052725.ai
OK                 MC_SSP245_MI_Annual_Precip_052725.aix  ->  MC_SSP245_MI_Annual_Precip_052725.ai
OK                 MC_SSP245_MN_Annual_Precip_052725.aix  ->  MC_SSP245_MN_Annual_Precip_052725.ai
OK                 MC_SSP245_MO_Annual_Precip_052725.aix  ->  MC_SSP245_MO_Annual_Precip_052725.ai
OK                 MC_SSP245_ND_Annual_Precip_052725.aix  ->  MC_SSP245_ND_Annual_Precip_052725.ai
OK                 MC_SSP245_NE_Annual_Precip_052725.aix  ->  MC_SSP245_NE_Annual_Precip_052725.ai
OK                 MC_SSP245_OH_Annual_Precip_052725.aix  ->  MC_SSP245_OH_Annual_Precip_052725.ai
OK                 MC_SSP245_PRUSVI_Annual_Precip_031326.aix  ->  MC_SSP245_PRUSVI_Annual_Precip_031326.ai
OK                 MC_SSP245_Precip_Annual_Arkansas.aix  ->  MC_SSP245_Precip_Annual_Arkansas.ai
OK                 MC_SSP245_Precip_Annual_Connecticut.aix  ->  MC_SSP245_Precip_Annual_Connecticut.ai
OK                 MC_SSP245_Precip_Annual_Delaware.aix  ->  MC_SSP245_Precip_Annual_Delaware.ai
OK                 MC_SSP245_Precip_Annual_Louisiana.aix  ->  MC_SSP245_Precip_Annual_Louisiana.ai
OK                 MC_SSP245_Precip_Annual_Maine.aix  ->  MC_SSP245_Precip_Annual_Maine.ai
OK                 MC_SSP245_Precip_Annual_Maryland.aix  ->  MC_SSP245_Precip_Annual_Maryland.ai
OK                 MC_SSP245_Precip_Annual_Massachusetts.aix  ->  MC_SSP245_Precip_Annual_Massachusetts.ai
OK                 MC_SSP245_Precip_Annual_Mississippi.aix  ->  MC_SSP245_Precip_Annual_Mississippi.ai
OK                 MC_SSP245_Precip_Annual_New%20Hampshire.aix  ->  MC_SSP245_Precip_Annual_New%20Hampshire.ai
OK                 MC_SSP245_Precip_Annual_New%20Jersey.aix  ->  MC_SSP245_Precip_Annual_New%20Jersey.ai
OK                 MC_SSP245_Precip_Annual_New%20York.aix  ->  MC_SSP245_Precip_Annual_New%20York.ai
